smiles,pred_pIC50,novel,formula,MW,LogP,HBD,HBA,TPSA,RotBonds,HeavyAtoms,Fsp3,MR,Rings,AromaticRings,QED,Lipinski,LipViolations,Ghose,Veber,Egan,Muegge,LeadLike,ESOL_logS,Solubility,GI_absorption,BBB,Pgp_substrate,LogKp,CYP1A2_inhibitor,CYP2C9_inhibitor,CYP2C19_inhibitor,CYP2D6_inhibitor,CYP3A4_inhibitor,hERG,PAINS
CC(C)N1c2ccc(O)cc2OCC1(C)CCOc1ccc(O)cc1,6.615,True,C20H25NO4,343.4,3.93,2,5,62.2,5,25,0.4,97.8,3,2,0.861,True,0,True,True,True,True,True,-4.47,Moderately Soluble,High,True,False,-5.6,False,False,True,True,True,Medium,
OC1=CC=C(c2ccc(-c3ccc(O)cc3)cn2)CC1,6.237,True,C17H15NO2,265.3,4.07,2,3,53.4,2,20,0.12,79.3,3,2,0.86,True,0,True,True,True,True,False,-4.36,Moderately Soluble,High,True,False,-5.03,False,False,True,False,True,Low,
O=C1c2cc3c1ccc(O)c3ccc(O)ccc2NCCc1cccnc1,6.114,True,C22H18N2O3,358.4,3.97,3,5,82.5,4,27,0.09,104.8,4,3,0.514,True,0,True,True,True,True,True,-4.85,Moderately Soluble,High,False,False,-5.67,False,False,True,True,True,Medium,
CCC1=C2C(=C(c3ccccc3)C1O)c1cc(O)ccc12,6.814,True,C19H16O2,276.3,3.85,2,2,40.5,2,21,0.16,84.6,4,2,0.874,True,0,True,True,True,True,True,-4.27,Moderately Soluble,High,True,False,-5.25,False,False,True,False,True,Low,
CCC1=C2c3ccc(O)cc3NC2C(c2ccccc2)CC1,7.237,True,C20H21NO,291.4,4.93,2,2,32.3,2,22,0.3,91.1,4,2,0.822,True,0,True,True,True,True,False,-5.02,Moderately Soluble,High,True,False,-4.58,False,False,True,True,True,High,
CC(=O)C1CCN(Cc2cc(C)cc(O)c2)Cc2ccc(O)cc21,6.301,True,C20H23NO3,325.4,3.48,2,4,60.8,3,24,0.35,93.1,3,2,0.907,True,0,True,True,True,True,True,-4.22,Moderately Soluble,High,True,False,-5.81,False,False,True,True,True,Medium,
CCC1=C2c3ccc(O)cc3CC2(Cc2ccccc2)C1OC,6.563,True,C21H22O2,306.4,4.37,1,2,29.5,4,23,0.33,92.4,4,2,0.909,True,0,True,True,True,True,False,-4.61,Moderately Soluble,High,True,False,-5.07,True,False,True,False,True,Low,
O=C1CC(c2ccc(O)cc2)C1c1ccc(OCCN2CCCO2)cc1,6.159,True,C21H23NO4,353.4,3.25,1,5,59.0,6,26,0.38,97.3,4,2,0.864,True,0,True,True,True,True,True,-4.02,Moderately Soluble,High,True,False,-6.15,True,False,True,True,True,Medium,
CC1=C(c2ccc(O)cc2)C(c2cccc(O)c2)C(Cl)c2ccc(O)cc21,7.59,True,C23H19ClO3,378.9,5.81,3,3,60.7,2,27,0.13,108.1,4,3,0.493,False,1,False,True,True,False,False,-6.21,Insoluble,High,True,False,-4.49,False,False,True,False,True,Low,
O=C1CCC2CC(c3ccc(O)cc31)N2CCc1ccc(O)cc1,7.105,True,C20H21NO3,323.4,3.43,2,4,60.8,3,24,0.35,91.3,5,2,0.908,True,0,True,True,True,True,False,-4.18,Moderately Soluble,High,True,False,-5.84,False,False,True,True,True,Medium,
CCC1=C2C=CC(O)=CC=C2C(c2cccc(O)c2)C1,6.629,True,C18H18O2,266.3,4.52,2,2,40.5,2,20,0.22,80.7,3,1,0.826,True,0,True,True,True,True,False,-4.43,Moderately Soluble,High,True,False,-4.72,False,False,True,False,False,Low,
CCN1CC[SH](c2ccc(O)cc2)C(c2ccc(O)cc2)C1=O,6.331,True,C18H21NO3S,331.4,3.06,3,3,60.8,3,23,0.28,93.3,3,2,0.758,True,0,True,True,True,True,True,-4.01,Moderately Soluble,High,True,False,-6.15,False,False,True,False,True,Low,
CC(SC1=C2C=C(c3ccc(O)cc3)C=C2N=NC1=O)C(F)F,6.047,True,C16H12F2N2O2S,334.3,4.31,1,4,62.0,4,23,0.19,84.1,3,1,0.892,True,0,True,True,True,True,False,-4.56,Moderately Soluble,High,True,False,-5.28,False,False,True,True,False,High,
Oc1ccc(-c2ccc(NC3NCC3O)cc2)c2cncc-2c1,6.326,True,C18H17N3O2,307.4,2.26,4,5,77.4,3,23,0.17,89.4,4,1,0.597,True,0,True,True,True,True,True,-3.49,Soluble,High,False,False,-6.57,False,False,True,True,False,Medium,
OCCC1=C(c2ccc(O)cc2)C(c2ccc(O)cc2)C1,6.565,True,C18H18O3,282.3,3.42,3,3,60.7,4,21,0.22,82.2,3,2,0.805,True,0,True,True,True,True,True,-3.9,Soluble,High,True,False,-5.59,False,False,True,False,True,Low,
CCC1=C2c3ccc(O)cc3CC2(Cc2ccccc2)CCSN1,7.149,True,C21H23NOS,337.5,4.94,2,3,32.3,3,24,0.33,101.8,4,2,0.778,True,0,True,True,True,True,False,-5.22,Moderately Soluble,High,True,False,-4.85,False,False,True,True,True,High,
CCC1=C2c3ccc(O)cc3CCN2c2ccccc2C1CO,6.262,True,C20H21NO2,307.4,3.67,2,3,43.7,2,23,0.3,92.6,4,2,0.89,True,0,True,True,True,True,True,-4.31,Moderately Soluble,High,True,False,-5.57,False,False,True,True,True,Medium,
CCOC1=C(c2ccc(O)cc2)C1=Cc1ccc(O)cc1,6.894,True,C18H16O3,280.3,3.94,2,3,49.7,4,21,0.11,82.7,3,2,0.891,True,0,True,True,True,True,True,-4.22,Moderately Soluble,High,True,False,-5.21,False,False,True,False,True,Low,
Oc1ccc(-c2ccc(NSCN3CCOCC3)cc2)c2csc-2c1,6.628,True,C19H20N2O2S2,372.5,4.58,2,6,44.7,5,25,0.26,106.5,4,1,0.642,True,0,True,True,True,True,False,-5.15,Moderately Soluble,High,True,False,-5.32,False,False,True,True,False,High,
CCC1(Nc2ccc(O)cc2)CCC1c1cccc(O)c1,6.838,True,C18H21NO2,283.4,4.24,3,3,52.5,4,21,0.33,84.8,3,2,0.736,True,0,True,True,True,True,False,-4.42,Moderately Soluble,High,True,False,-5.02,False,False,True,True,True,High,
CC1=C(c2ccc(O)cc2)C1=C(c1cccc(O)c1)C(F)F,7.384,True,C18H14F2O2,300.3,4.6,2,2,40.5,3,22,0.11,81.7,3,2,0.869,True,0,True,True,True,True,False,-4.81,Moderately Soluble,High,True,False,-4.87,False,False,True,False,True,Low,
CCC12Cc3cc(O)ccc3C1(C)c1ccc(O)cc1CCN2c1ccccc1,7.225,True,C26H27NO2,385.5,5.17,2,3,43.7,2,29,0.31,116.9,5,3,0.639,False,1,True,True,True,False,False,-5.82,Moderately Soluble,High,True,False,-4.98,False,False,True,True,True,High,
Oc1ccc(CN2Cc3cc(O)ccc3C2c2ccc(OCCN3CCC3)cc2)cc1,7.192,True,C26H28N2O3,416.5,4.29,2,5,56.2,7,31,0.31,120.3,5,3,0.602,True,0,True,True,True,True,False,-5.09,Moderately Soluble,High,True,False,-5.79,False,False,True,True,True,High,
Oc1ccc2c(-c3ccc(C4CN(CCCl)C4)nc3)ccc(O)c2c1,6.982,True,C20H19ClN2O2,354.8,3.95,2,4,56.6,4,25,0.25,100.4,4,3,0.696,True,0,True,True,True,True,True,-4.74,Moderately Soluble,High,True,False,-5.66,False,False,True,True,True,Medium,
CCC1=C2c3ccc(O)cc3CC2(C)CC(O)Cc2ccc(O)cc21,7.072,True,C22H24O3,336.4,4.29,3,3,60.7,1,25,0.36,99.5,4,2,0.728,True,0,True,True,True,True,False,-4.92,Moderately Soluble,High,True,False,-5.31,False,False,True,False,True,Low,
OCCN1CCc2cc(O)ccc2C1c1ccc(OCCN2CCOC2)cc1,6.679,True,C22H28N2O4,384.5,2.0,2,6,65.4,7,28,0.45,106.6,4,2,0.761,True,0,True,True,True,True,True,-3.34,Soluble,High,True,False,-7.23,False,False,True,True,False,Low,
CC(C)N1CCc2cc(O)ccc2C1c1ccc(O)cc1CN1CCOc2ccc1c(OCCO)c2,7.469,True,C29H34N2O5,490.6,4.22,3,7,85.6,7,36,0.38,139.2,6,3,0.457,True,0,False,True,True,True,False,-5.45,Moderately Soluble,High,False,True,-6.3,False,False,True,True,True,High,anil_di_alk_C(246)
CCC1=C2c3ccc(O)cc3SC2(c2cccc(O)c2)C(C)=C1,7.399,True,C20H18O2S,322.4,5.22,2,3,40.5,2,23,0.2,94.7,4,2,0.796,False,1,True,True,True,False,False,-5.38,Moderately Soluble,High,True,False,-4.56,False,False,True,False,True,Low,
COc1ccc2c(c1)nc(-c1ccc(O)cc1)n2CCc1ccccc1,6.303,True,C22H20N2O2,344.4,4.66,1,3,47.3,5,26,0.14,103.5,4,4,0.573,True,0,True,True,True,True,False,-5.18,Moderately Soluble,High,True,False,-5.09,True,False,True,False,True,Low,
OCCN1CCc2cc(O)ccc2C1c1ccc(O)cc1F,6.943,True,C17H18FNO3,303.3,2.18,3,4,63.9,3,22,0.29,80.4,3,2,0.813,True,0,True,True,True,True,True,-3.3,Soluble,High,True,False,-6.6,False,False,True,True,False,Medium,
CC1=C(c2ccc(O)cc2)C(c2ccc(OCCN3CCC3C)cc2)N1c1ccccc1,8.328,True,C28H30N2O2,426.6,5.86,1,4,35.9,7,32,0.29,130.0,5,3,0.513,False,1,False,True,True,False,False,-6.13,Insoluble,High,True,False,-4.74,True,False,True,True,True,High,
CCC12CC1=CC(O)=CC=C1C2=C(c2cccc(O)c2)C1CO,6.32,True,C20H20O3,308.4,3.88,3,3,60.7,3,23,0.3,89.8,4,1,0.794,True,0,True,True,True,True,True,-4.19,Moderately Soluble,High,True,False,-5.43,False,False,True,False,False,Low,
CCC1=C2c3ccc(O)cc3CS2(c2ccc(O)cc2)Cc2ccc(O)cc21,7.079,True,C24H22O3S,390.5,5.97,3,3,60.7,2,28,0.17,114.7,5,3,0.505,False,1,False,True,False,False,False,-6.37,Insoluble,High,False,False,-4.44,False,False,True,False,True,Low,
CCc1cnc(=O)c(-c2ccccc2)c2c1-c1ccc(O)cc1-2,6.361,True,C20H15NO2,301.3,4.02,1,3,50.2,2,23,0.1,91.4,4,3,0.608,True,0,True,True,True,True,False,-4.72,Moderately Soluble,High,True,False,-5.28,True,False,True,False,True,Low,
Oc1ccc(-c2ccc(OCCN3CCOCC3)cc2)c2cncc-2c1,6.072,True,C21H22N2O3,350.4,3.27,1,5,54.8,5,26,0.29,100.7,4,1,0.765,True,0,True,True,True,True,True,-4.2,Moderately Soluble,High,True,False,-6.12,False,False,True,True,False,Medium,
CCC12Cc3cc(O)ccc3OC1(Cc1ccccc1)CCOc1cc(O)ccc12,7.607,True,C26H26O4,402.5,5.14,2,4,58.9,3,30,0.31,115.5,5,3,0.637,False,1,True,True,True,False,False,-5.82,Moderately Soluble,High,True,False,-5.11,False,False,True,False,True,Low,
CCN1N=C(c2ccc(O)cc2)N=C(c2ccccc2)c2ccccc21,6.635,True,C22H19N3O,341.4,4.43,1,4,48.2,3,26,0.09,106.2,4,3,0.766,True,0,True,True,True,True,False,-5.06,Moderately Soluble,High,True,False,-5.24,True,False,True,True,True,High,hzone_phenol_B(215)
O=C1CC(c2ccc(O)cc2)C(c2ccccc2)C(c2ccccc2O)C1,7.202,True,C24H22O3,358.4,5.11,2,3,57.5,3,27,0.21,105.1,4,3,0.684,False,1,True,True,True,False,False,-5.58,Moderately Soluble,High,True,False,-4.86,False,False,True,False,True,Low,
OC1=CC=C(C2=COC=C(c3cccc(O)c3)C(Cl)=C2)CC1,6.811,True,C18H15ClO3,314.8,4.93,2,3,49.7,2,22,0.11,87.2,3,1,0.813,True,0,True,True,True,True,False,-4.97,Moderately Soluble,High,True,False,-4.72,False,False,True,False,False,Low,
OCC1c2ccc(O)cc2CCn2c1nc1c(O)cccc12,6.229,True,C17H16N2O3,296.3,2.13,3,4,78.5,1,22,0.24,82.1,4,3,0.643,True,0,True,True,True,True,True,-3.46,Soluble,High,False,False,-6.6,False,False,True,False,False,Low,
Oc1ccc2c(c1)OCCC1=C2OCc2ccccc2O1,6.193,True,C17H14O4,282.3,3.45,1,4,47.9,0,21,0.18,77.0,4,2,0.804,True,0,True,True,True,True,True,-4.19,Moderately Soluble,High,True,False,-5.57,True,False,True,False,True,Low,
CCC1(C(F)Cc2ccc(O)cc2)C(=O)c2cc(O)ccc21,6.841,True,C18H17FO3,300.3,3.52,2,3,57.5,4,22,0.28,81.1,3,2,0.908,True,0,True,True,True,True,True,-4.06,Moderately Soluble,High,True,False,-5.63,False,False,True,False,True,Low,
O=C1CCN(Cc2ccc(O)cc2)C1=C(c1ccccc1)C1c2ccc(O)cc21,6.615,True,C25H21NO3,383.4,4.43,2,4,60.8,4,29,0.16,111.5,5,3,0.655,True,0,True,True,True,True,False,-5.2,Moderately Soluble,High,True,False,-5.49,False,False,True,True,True,High,
CCC1=C(c2ccc(O)cc2)C1=C1CCN(c2ccc(O)cc2)C1=O,7.131,True,C21H19NO3,333.4,4.01,2,3,60.8,3,25,0.19,97.4,4,2,0.834,True,0,True,True,True,True,False,-4.59,Moderately Soluble,High,True,False,-5.49,False,False,True,False,True,Low,
CN1CCN(c2ccc(C3=CC=C(O)c4cc(O)ccc4S3)cn2)C1,6.864,True,C19H19N3O2S,353.4,3.54,2,6,59.8,2,25,0.21,101.6,4,2,0.861,True,0,True,True,True,True,True,-4.49,Moderately Soluble,High,True,False,-5.94,False,False,True,True,True,Medium,
Oc1ccc2c(c1)OC(C1CCC1)C(c1ccccc1)O2,6.136,True,C18H18O3,282.3,4.07,1,3,38.7,2,21,0.33,79.7,4,2,0.902,True,0,True,True,True,True,False,-4.45,Moderately Soluble,High,True,False,-5.13,True,False,True,False,True,Low,
Oc1ccc(-c2cc(Cl)cc(-c3ccc(O)nc3)c2)cc1,6.969,True,C17H12ClNO2,297.7,4.48,2,3,53.4,2,21,0.0,83.4,3,3,0.733,True,0,True,True,True,True,False,-5.01,Moderately Soluble,High,True,False,-4.94,False,False,True,False,True,Low,
CC1C(=O)CC(Nc2ccc(O)cc2)C1c1ccccc1,6.154,True,C18H19NO2,281.4,3.57,2,3,49.3,3,21,0.28,83.5,3,2,0.846,True,0,True,True,True,True,True,-4.06,Moderately Soluble,High,True,False,-5.48,False,False,True,True,True,Medium,
CCc1ccc(N2CCN(Cc3ccc(Cl)cc3)COc3cc(O)ccc32)nc1,6.65,True,C23H24ClN3O2,409.9,4.99,1,5,48.8,4,29,0.26,116.1,4,3,0.657,True,0,True,True,True,True,False,-5.72,Moderately Soluble,High,True,False,-5.26,True,False,True,True,True,High,
CCN1CC(c2ccc(O)cc2)C(c2cccc(O)c2)C(c2ccccc2)C1=O,6.826,True,C25H25NO3,387.5,4.61,2,3,60.8,4,29,0.24,113.1,4,3,0.687,True,0,True,True,True,True,False,-5.34,Moderately Soluble,High,True,False,-5.39,False,False,True,False,True,Low,
CC1=C(c2ccc(O)cc2)C1c1ccc(O)cc1C(=O)OCCO,6.065,True,C19H18O5,326.3,2.82,3,5,87.0,5,24,0.21,88.9,3,2,0.736,True,0,True,True,True,True,True,-3.68,Soluble,High,False,False,-6.29,False,False,True,False,False,Low,
CC(=O)C1CCN(C(Cl)c2ccc(O)cc2)C(c2ccccc2)Cc2ccc(O)cc21,7.262,True,C26H26ClNO3,436.0,5.7,2,4,60.8,4,31,0.27,122.4,4,3,0.407,False,1,False,True,True,False,False,-6.3,Insoluble,High,True,False,-4.91,False,False,True,True,True,High,
CCN1CCN(c2ccc(Br)cc2)C(=O)c2cc(O)ccc21,6.253,True,C17H17BrN2O2,361.2,3.64,1,3,43.8,2,22,0.24,91.8,3,2,0.888,True,0,True,True,True,True,True,-4.65,Moderately Soluble,High,True,False,-5.92,True,False,True,True,True,Medium,
CN1C=CN(CC2=CC=C(C3(C)c4ccc(O)cc4CCN3c3ccccc3)CC2)CC1,7.336,True,C28H33N3O,427.6,5.04,1,4,30.0,4,32,0.36,131.7,5,2,0.741,False,1,False,True,True,False,False,-5.68,Moderately Soluble,High,True,False,-5.33,True,False,True,True,True,High,
CCC1(c2ccc(O)cc2)COC1c1ccc(OCCN2CCC2)cc1,6.503,True,C22H27NO3,353.5,3.9,1,4,41.9,7,26,0.45,101.8,4,2,0.82,True,0,True,True,True,True,True,-4.37,Moderately Soluble,High,True,False,-5.69,True,False,True,True,True,Medium,
CC(=O)C1CCN(Cc2ccc(O)cc2)C(c2ccc(O)cc2)C1,6.123,True,C20H23NO3,325.4,3.64,2,4,60.8,4,24,0.35,92.8,3,2,0.901,True,0,True,True,True,True,True,-4.26,Moderately Soluble,High,True,False,-5.7,False,False,True,True,True,Medium,
CCC1(C)Cc2cc(O)ccc2N=C1c1ccc(O)cc1C(=O)O,6.36,True,C19H19NO4,325.4,3.89,3,4,90.1,3,24,0.26,91.5,3,2,0.798,True,0,True,True,True,True,True,-4.48,Moderately Soluble,High,False,False,-5.52,False,True,True,True,True,Medium,
CCC1=C2c3ccc(O)cc3CC2(Cc2ccccc2)CC(O)C1,7.024,True,C22H24O2,320.4,4.5,2,2,40.5,3,24,0.36,96.8,4,2,0.874,True,0,True,True,True,True,False,-4.83,Moderately Soluble,High,True,False,-5.06,False,False,True,False,True,Low,
O=c1[nH]c(SCc2ccccc2)c(Cl)cc1-c1ccc(O)cc1,7.027,True,C18H14ClNO2S,343.8,4.69,2,3,53.1,4,23,0.06,95.2,3,3,0.675,True,0,True,True,True,True,False,-5.24,Moderately Soluble,High,True,False,-5.07,False,False,True,False,True,Low,
CC1=C(c2ccc(O)cc2)C(c2ccc(O)cc2)C1c1ccccc1,7.234,True,C23H20O2,328.4,5.45,2,2,40.5,3,25,0.13,100.7,4,3,0.671,False,1,True,True,True,False,False,-5.65,Moderately Soluble,High,True,False,-4.43,False,False,True,False,True,Low,
CCN1CC(c2ccc(O)cc2)=C(c2ccc(O)cc2)C(c2ccccc2)C1=O,6.977,True,C25H23NO3,385.5,4.65,2,3,60.8,4,29,0.16,114.5,4,3,0.687,True,0,True,True,True,True,False,-5.36,Moderately Soluble,High,True,False,-5.35,False,False,True,False,True,Low,
CCC1=C2c3ccc(O)cc3CC2(Cc2ccccc2)CCOC2=CC3=C(O)C=CC3=C21,7.375,True,C29H26O3,422.5,6.34,2,3,49.7,3,32,0.24,126.1,6,2,0.607,False,1,False,True,False,False,False,-6.53,Insoluble,High,False,False,-4.38,False,False,True,False,True,Low,
CCC1=C2c3ccc(O)cc3OCC2c2cccc(O)c2CCN1Cc1ccccc1,7.728,True,C27H27NO3,413.5,5.45,2,4,52.9,3,31,0.26,122.2,5,3,0.599,False,1,True,True,True,False,False,-6.07,Insoluble,High,True,False,-4.95,False,False,True,True,True,High,
CC(C)C(F)F.CC(C)N1CCc2cc(O)ccc2C1c1ccc(O)cc1,7.585,True,C22H29F2NO2,377.5,5.36,2,3,43.7,3,27,0.45,104.4,3,2,0.757,False,1,True,True,True,False,False,-5.69,Moderately Soluble,High,True,False,-4.8,False,False,True,True,True,High,
CCC12Cc3cc(O)ccc3C1(C)c1ccc(O)cc1NC2C,7.077,True,C20H23NO2,309.4,4.17,3,3,52.5,1,23,0.4,92.2,4,2,0.741,True,0,True,True,True,True,False,-4.71,Moderately Soluble,High,True,False,-5.23,False,False,True,True,True,High,
CC1=C(c2ccc(O)cc2)C(c2ccc(OCCN3CC3CO)cc2)C1,6.709,True,C22H25NO3,351.4,3.41,2,4,52.7,7,26,0.36,102.4,4,2,0.751,True,0,True,True,True,True,True,-4.05,Moderately Soluble,High,True,False,-6.02,False,False,True,True,True,Medium,
O=C1CC(c2ccccc2)C(c2ccc(O)cc2)C1=Cc1ccc(O)cc1,7.211,True,C24H20O3,356.4,5.02,2,3,57.5,3,27,0.12,105.7,4,3,0.648,False,1,True,True,True,False,False,-5.51,Moderately Soluble,High,True,False,-4.91,False,False,True,False,True,Low,
O=C(c1ccc(-c2ccc(O)cc2)nc1)c1cccc(Cl)c1,6.294,True,C18H12ClNO2,309.8,4.34,1,3,50.2,3,22,0.0,86.2,3,3,0.732,True,0,True,True,True,True,False,-4.9,Moderately Soluble,High,True,False,-5.11,True,False,True,False,True,Low,
CCC1=C2c3ccc(O)cc3C2Oc2ccc(O)cc21,6.526,True,C17H14O3,266.3,3.87,2,3,49.7,1,20,0.18,76.7,4,2,0.823,True,0,True,True,True,True,True,-4.3,Moderately Soluble,High,True,False,-5.18,False,False,True,False,True,Low,
CC1CC(Nc2ccc(-c3ccc(O)cc4cncc3-4)cc2)N1,6.205,True,C19H19N3O,305.4,3.68,3,4,57.2,3,23,0.21,92.6,4,1,0.691,True,0,True,True,True,True,True,-4.37,Moderately Soluble,High,True,False,-5.55,False,False,True,True,False,Medium,
CCC12Cc3cc(O)ccc3C1(Cc1ccc(O)cc1)CC2=O,6.521,True,C20H20O3,308.4,3.5,2,3,57.5,3,23,0.35,87.6,4,2,0.912,True,0,True,True,True,True,True,-4.15,Moderately Soluble,High,True,False,-5.7,False,False,True,False,True,Low,
CCC1=C2c3ccc(O)cc3CC2(c2cccc(O)c2)C1C(C)=O,6.549,True,C21H20O3,320.4,3.97,2,3,57.5,3,24,0.29,93.0,4,2,0.899,True,0,True,True,True,True,True,-4.5,Moderately Soluble,High,True,False,-5.44,False,False,True,False,True,Low,
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1Br,6.876,True,C15H15BrO2,307.2,4.19,2,2,40.5,2,18,0.2,76.0,2,2,0.873,True,0,False,True,True,True,False,-4.74,Moderately Soluble,High,True,False,-5.2,False,False,True,False,True,Low,
Oc1ccc(OC=C2c3ccc(O)cc3CCN2Cc2cccc(F)c2)cc1,7.093,True,C23H20FNO3,377.4,4.67,2,4,52.9,4,28,0.13,105.3,4,3,0.649,True,0,True,True,True,True,False,-5.34,Moderately Soluble,High,True,False,-5.29,False,False,True,True,True,High,
CCC1(C)Cc2cc(O)ccc2N1c1ccc(O)cc1,6.394,True,C17H19NO2,269.3,3.96,2,3,43.7,2,20,0.29,80.8,3,2,0.867,True,0,True,True,True,True,True,-4.32,Moderately Soluble,High,True,False,-5.13,False,False,True,True,True,Medium,
COc1ccc(C2Nc3cc(O)ccc3C2c2ccc(O)cc2)cc1,6.925,True,C21H19NO3,333.4,4.41,3,4,61.7,3,25,0.14,97.4,4,3,0.664,True,0,True,True,True,True,False,-5.02,Moderately Soluble,High,True,False,-5.2,False,False,True,True,True,High,
CCC12CC1=CC(O)=CC=C1CCC(=O)C(c3cccc(O)c3)CC12,6.591,True,C22H24O3,336.4,4.95,2,3,57.5,2,25,0.41,97.4,4,1,0.803,True,0,True,True,True,True,False,-5.09,Moderately Soluble,High,True,False,-4.84,False,False,True,False,False,Low,
CCC12CCc3cc(O)ccc3C1(C)c1ccc(O)cc1NC2=O,6.495,True,C20H21NO3,323.4,3.7,3,3,69.6,1,24,0.35,92.3,4,2,0.749,True,0,True,True,True,True,True,-4.48,Moderately Soluble,High,True,False,-5.65,False,False,True,False,True,Low,
CC1=C2CCC(OCCN)[C@@]2(c2ccc(O)cc2)C1c1ccc(O)cc1,6.397,True,C22H25NO3,351.4,3.59,3,4,75.7,5,26,0.36,101.4,4,2,0.72,True,0,True,True,True,True,True,-4.29,Moderately Soluble,High,False,False,-5.89,False,False,True,True,True,Medium,
CC(C)N1CCN(c2ccc(O)cc2)C(c2ccc(OCCN3CCCC3)cc2)Oc2cccc(O)c21,7.615,True,C30H37N3O4,503.6,5.39,2,7,68.6,7,37,0.4,147.0,5,3,0.448,False,2,False,True,True,False,False,-6.25,Insoluble,High,True,False,-5.55,False,False,False,False,True,High,
CCC1=C2C(=C(c3cccc(O)c3)CC1)c1cc(O)ccc12,7.274,True,C20H18O2,290.4,4.98,2,2,40.5,2,22,0.2,89.5,4,2,0.819,True,0,True,True,True,True,False,-5.05,Moderately Soluble,High,True,False,-4.54,False,False,True,False,True,Low,
Oc1ccc(-c2ccc3c(c2)OCCN3CCc2ccccc2)cc1,6.649,True,C22H21NO2,331.4,4.5,1,3,32.7,4,25,0.18,101.4,4,3,0.764,True,0,True,True,True,True,False,-5.0,Moderately Soluble,High,True,False,-5.13,True,False,True,True,True,High,
CC(=O)C1CC(c2ccccc2O)C(c2ccccc2)C1c1ccc(O)cc1,6.955,True,C25H24O3,372.5,5.36,2,3,57.5,4,28,0.24,109.7,4,3,0.648,False,1,True,True,True,False,False,-5.74,Moderately Soluble,High,True,False,-4.77,False,False,True,False,True,Low,
CCN1CC(c2ccc(O)cc2)C(c2ccc(O)cc2)C1=C1CCN(Cc2ccco2)C1,7.356,True,C27H30N2O3,430.5,5.05,2,5,60.1,5,32,0.33,124.6,5,3,0.593,False,1,True,True,True,False,False,-5.76,Moderately Soluble,High,True,False,-5.34,False,False,True,True,True,High,
OC1=CSC(c2ccc(Cl)c(-c3ccc(O)cc3)n2)=CC=C1,7.231,True,C17H12ClNO2S,329.8,5.15,2,4,53.4,2,22,0.0,91.8,3,2,0.8,False,1,True,True,True,False,False,-5.4,Moderately Soluble,High,True,False,-4.66,False,False,True,False,True,Low,
CS(F)(F)c1ccc(-c2ccc(O)cc3cncc2-3)cc1O,6.992,True,C16H13F2NO2S,321.3,4.83,2,3,53.4,2,22,0.06,83.6,3,1,0.711,True,0,True,True,True,True,False,-5.28,Moderately Soluble,High,True,False,-4.83,False,False,True,False,False,Low,
CCN1CC(c2cc(O)cc(F)c2)C(c2ccc(OCCN3CCCC3)cc2)Oc2ccc(O)cc21,8.642,True,C29H33FN2O4,492.6,5.46,2,6,65.4,7,36,0.38,137.8,5,3,0.457,False,1,False,True,True,False,False,-6.24,Insoluble,High,True,False,-5.43,False,False,True,True,True,High,
CCN1CC(c2ccc(O)cc2)C1c1ccc(O)cc1CNC(=O)CCOc1ccccc1,7.01,True,C27H30N2O4,446.5,4.34,3,5,82.0,9,33,0.3,127.3,4,3,0.455,True,0,True,True,True,True,False,-5.15,Moderately Soluble,High,False,True,-5.94,False,False,True,True,True,High,
O=C1c2cc3c1ccc(O)c3ccc(O)ccc2Nc1cccc(F)c1,6.845,True,C21H14FNO3,347.3,4.8,3,4,69.6,2,26,0.0,98.0,4,3,0.487,True,0,True,True,True,True,False,-5.46,Moderately Soluble,High,True,False,-5.01,False,False,True,True,True,High,
CCC1=C2c3ccc(O)cc3OCC2c2ccccc2N(C)C1=O,6.329,True,C20H19NO3,321.4,3.71,1,3,49.8,1,24,0.25,93.4,4,2,0.871,True,0,True,True,True,True,True,-4.47,Moderately Soluble,High,True,False,-5.63,True,False,True,False,True,Low,
CC1=C2CCOc3cc(O)ccc3N=C2C1Br,6.219,True,C13H12BrNO2,294.1,3.34,1,3,41.8,0,17,0.31,70.7,3,1,0.746,True,0,False,True,True,True,True,-4.03,Moderately Soluble,High,True,False,-5.72,False,False,True,True,False,Medium,
CCC1=Cc2cc(O)ccc2CC1c1ccc(O)cc1,6.885,True,C18H18O2,266.3,4.23,2,2,40.5,2,20,0.22,80.9,3,2,0.854,True,0,True,True,True,True,False,-4.47,Moderately Soluble,High,True,False,-4.92,False,False,True,False,True,Low,
Cc1cc(O)ccc1-c1cncc(-c2ccc(O)cc2)c1,6.803,True,C18H15NO2,277.3,4.14,2,3,53.4,2,21,0.06,83.2,3,3,0.74,True,0,True,True,True,True,False,-4.67,Moderately Soluble,High,True,False,-5.05,False,False,True,False,True,Low,
OCCC1(Cc2ccc(O)cc2)c2cc(O)ccc2C1Br,6.667,True,C17H17BrO3,349.2,3.41,3,3,60.7,4,21,0.29,85.0,3,2,0.742,True,0,True,True,True,True,True,-4.31,Moderately Soluble,High,True,False,-6.01,False,False,True,False,True,Low,
CCC12CCCC1(Cc1ccccc1)COc1cc(O)ccc1C2,7.239,True,C22H26O2,322.4,5.14,1,2,29.5,3,24,0.45,96.5,4,2,0.848,False,1,True,True,True,False,False,-5.25,Moderately Soluble,High,True,False,-4.62,True,False,True,False,True,Low,
